"","character","text"
"10474","Percy Weasley","5fa2b11f000aef59dbba9f2_burrow-business"
"10475","Ronald ""Ron"" Weasley","5fa2b11f000aef59dbba9f2_burrow-business"
"10476","Adrian Pucey","5fa3c9bc0001e8d519cf0294_Vergangenheit-ist-Zukunft--Adrian-Pucey-x"
"10477","OC (Own Character)","5fa3c9bc0001e8d519cf0294_Vergangenheit-ist-Zukunft--Adrian-Pucey-x"
"10478","Draco Malfoy","5fa3d711000c47f9221d45bc_Ein-letztes-Jahr-in-Hogwarts"
"10479","Ginevra Molly ""Ginny"" Weasley","5fa3d711000c47f9221d45bc_Ein-letztes-Jahr-in-Hogwarts"
"10480","Hermine Granger","5fa3d711000c47f9221d45bc_Ein-letztes-Jahr-in-Hogwarts"
"10481","Luna Lovegood","5fa3d711000c47f9221d45bc_Ein-letztes-Jahr-in-Hogwarts"
"10482","Neville Longbottom","5fa3d711000c47f9221d45bc_Ein-letztes-Jahr-in-Hogwarts"
"10483","Gellert Grindelwald","5fa454140000c14d15bdbd23_Dum-Capit-Dies-Noctem"
"10484","Lord Voldemort / Tom Vorlost Riddle","5fa454140000c14d15bdbd23_Dum-Capit-Dies-Noctem"
"10485","Merope Gaunt","5fa454140000c14d15bdbd23_Dum-Capit-Dies-Noctem"
"10486","OC (Own Character)","5fa454140000c14d15bdbd23_Dum-Capit-Dies-Noctem"
"10487","Thomas Riddle","5fa454140000c14d15bdbd23_Dum-Capit-Dies-Noctem"
"10488","James ""Krone"" Potter","5fa4798c000c5747178935c8_Ich-und-die-Rumtreiber"
"10489","Lily Potter","5fa4798c000c5747178935c8_Ich-und-die-Rumtreiber"
"10490","OC (Own Character)","5fa4798c000c5747178935c8_Ich-und-die-Rumtreiber"
"10491","Regulus Arcturus Black","5fa4798c000c5747178935c8_Ich-und-die-Rumtreiber"
"10492","Remus ""Moony"" Lupin","5fa4798c000c5747178935c8_Ich-und-die-Rumtreiber"
"10493","Sirius ""Tatze"" Black","5fa4798c000c5747178935c8_Ich-und-die-Rumtreiber"
"10494","Cedric Diggory","5fa5dee4000c9327f95a01c_Mein-Leben-in-Hogwarts-das-1-Jahr"
"10495","Draco Malfoy","5fa5dee4000c9327f95a01c_Mein-Leben-in-Hogwarts-das-1-Jahr"
"10496","Luna Lovegood","5fa5dee4000c9327f95a01c_Mein-Leben-in-Hogwarts-das-1-Jahr"
"10497","Narzissa Malfoy","5fa5dee4000c9327f95a01c_Mein-Leben-in-Hogwarts-das-1-Jahr"
"10498","OC (Own Character)","5fa5dee4000c9327f95a01c_Mein-Leben-in-Hogwarts-das-1-Jahr"
"10499","Severus Snape","5fa5dee4000c9327f95a01c_Mein-Leben-in-Hogwarts-das-1-Jahr"
"10500","Draco Malfoy","5fa6df1e0008d72533c3b686_Heal-my-soul"
"10501","Harry Potter","5fa6df1e0008d72533c3b686_Heal-my-soul"
"10502","Hermine Granger","5fa6df1e0008d72533c3b686_Heal-my-soul"
"10503","Severus Snape","5fa6df1e0008d72533c3b686_Heal-my-soul"
"10504","Hermine Granger","5fa6e4230003db6022bf7f1f_The-Weight-of-Memory-Die-Bedeutung-von"
"10505","Severus Snape","5fa6e4230003db6022bf7f1f_The-Weight-of-Memory-Die-Bedeutung-von"
"10506","Draco Malfoy","5fa762e6000c923113805134_Sarah-Winter-und-der-Stein-der-Weisen"
"10507","Harry Potter","5fa762e6000c923113805134_Sarah-Winter-und-der-Stein-der-Weisen"
"10508","Hermine Granger","5fa762e6000c923113805134_Sarah-Winter-und-der-Stein-der-Weisen"
"10509","OC (Own Character)","5fa762e6000c923113805134_Sarah-Winter-und-der-Stein-der-Weisen"
"10510","Ronald ""Ron"" Weasley","5fa762e6000c923113805134_Sarah-Winter-und-der-Stein-der-Weisen"
"10511","Draco Malfoy","5fa7f9fb0004bcb219382faa_Artemis-LillianaSnape"
"10512","Lucius Malfoy","5fa7f9fb0004bcb219382faa_Artemis-LillianaSnape"
"10513","Narzissa Malfoy","5fa7f9fb0004bcb219382faa_Artemis-LillianaSnape"
"10514","OC (Own Character)","5fa7f9fb0004bcb219382faa_Artemis-LillianaSnape"
"10515","Severus Snape","5fa7f9fb0004bcb219382faa_Artemis-LillianaSnape"
"10516","Albus Dumbledore","5fa8031c000b8cd1c883426_Fuer-immer-Meins"
"10517","Harry Potter","5fa8031c000b8cd1c883426_Fuer-immer-Meins"
"10518","Lord Voldemort / Tom Vorlost Riddle","5fa8031c000b8cd1c883426_Fuer-immer-Meins"
"10519","OC (Own Character)","5fa8031c000b8cd1c883426_Fuer-immer-Meins"
"10520","Ronald ""Ron"" Weasley","5fa8031c000b8cd1c883426_Fuer-immer-Meins"
"10521","Draco Malfoy","5fa83b79000a2ac32691d67e_Cursed"
"10522","OC (Own Character)","5fa83b79000a2ac32691d67e_Cursed"
"10523","Harry Potter","5fa83e550004c19db7e0ba0_Aus-dem-richtigen-Holz--Teil-3"
"10524","Lucius Malfoy","5fa83e550004c19db7e0ba0_Aus-dem-richtigen-Holz--Teil-3"
"10525","Peter ""Wurmschwanz"" Pettigrew","5fa83e550004c19db7e0ba0_Aus-dem-richtigen-Holz--Teil-3"
"10526","Remus ""Moony"" Lupin","5fa83e550004c19db7e0ba0_Aus-dem-richtigen-Holz--Teil-3"
"10527","Severus Snape","5fa83e550004c19db7e0ba0_Aus-dem-richtigen-Holz--Teil-3"
"10528","Sirius ""Tatze"" Black","5fa83e550004c19db7e0ba0_Aus-dem-richtigen-Holz--Teil-3"
"10529","Harry Potter","5fa84f7d000b37631f4ea8fc_Heaven-or-Hell"
"10530","Lord Voldemort / Tom Vorlost Riddle","5fa84f7d000b37631f4ea8fc_Heaven-or-Hell"
"10531","Magische Wesen","5fa84f7d000b37631f4ea8fc_Heaven-or-Hell"
"10532","OC (Own Character)","5fa84f7d000b37631f4ea8fc_Heaven-or-Hell"
"10533","Draco Malfoy","5fa937c4000454c622ec16b2_Eadlyn-Leger--Trust-is-all-you"
"10534","Euphemia Potter","5fa937c4000454c622ec16b2_Eadlyn-Leger--Trust-is-all-you"
"10535","Harry Potter","5fa937c4000454c622ec16b2_Eadlyn-Leger--Trust-is-all-you"
"10536","Hermine Granger","5fa937c4000454c622ec16b2_Eadlyn-Leger--Trust-is-all-you"
"10537","OC (Own Character)","5fa937c4000454c622ec16b2_Eadlyn-Leger--Trust-is-all-you"
"10538","Ronald ""Ron"" Weasley","5fa937c4000454c622ec16b2_Eadlyn-Leger--Trust-is-all-you"
"10539","Hermine Granger","5fa992ec000af7c6171ef5aa_Manch-Einer-Sagt"
"10540","Pansy Parkinson","5fa992ec000af7c6171ef5aa_Manch-Einer-Sagt"
"10541","Albus Dumbledore","5fa99d72000ad687e852d70_Seelenheil"
"10542","Harry Potter","5fa99d72000ad687e852d70_Seelenheil"
"10543","Poppy Pomfrey","5fa99d72000ad687e852d70_Seelenheil"
"10544","Severus Snape","5fa99d72000ad687e852d70_Seelenheil"
"10545","Cedric Diggory","5fa9f3fa000c9327dcc2144_Mein-Leben-in-Hogwarts-das-2-Jahr"
"10546","Draco Malfoy","5fa9f3fa000c9327dcc2144_Mein-Leben-in-Hogwarts-das-2-Jahr"
"10547","Luna Lovegood","5fa9f3fa000c9327dcc2144_Mein-Leben-in-Hogwarts-das-2-Jahr"
"10548","Narzissa Malfoy","5fa9f3fa000c9327dcc2144_Mein-Leben-in-Hogwarts-das-2-Jahr"
"10549","OC (Own Character)","5fa9f3fa000c9327dcc2144_Mein-Leben-in-Hogwarts-das-2-Jahr"
"10550","Severus Snape","5fa9f3fa000c9327dcc2144_Mein-Leben-in-Hogwarts-das-2-Jahr"
"10551","Fred Weasley","5faa9cde00062cd025097aad_-quot-So-ist-das-nicht-wir"
"10552","George Weasley","5faa9cde00062cd025097aad_-quot-So-ist-das-nicht-wir"
"10553","Harry Potter","5faa9cde00062cd025097aad_-quot-So-ist-das-nicht-wir"
"10554","Hermine Granger","5faa9cde00062cd025097aad_-quot-So-ist-das-nicht-wir"
"10555","OC (Own Character)","5faa9cde00062cd025097aad_-quot-So-ist-das-nicht-wir"
"10556","Ronald ""Ron"" Weasley","5faa9cde00062cd025097aad_-quot-So-ist-das-nicht-wir"
"10557","Draco Malfoy","5faab7220003662e21617f12_Dragons-Scream"
"10558","Harry Potter","5faab7220003662e21617f12_Dragons-Scream"
"10559","Hermine Granger","5faab7220003662e21617f12_Dragons-Scream"
"10560","Severus Snape","5faab7220003662e21617f12_Dragons-Scream"
"10561","Sirius ""Tatze"" Black","5faab7220003662e21617f12_Dragons-Scream"
"10562","Thomas Riddle","5faab7220003662e21617f12_Dragons-Scream"
"10563","Bellatrix Lestrange","5faabb7200049cf238d67244_Daughter-of-Evil"
"10564","Fred Weasley","5faabb7200049cf238d67244_Daughter-of-Evil"
"10565","George Weasley","5faabb7200049cf238d67244_Daughter-of-Evil"
"10566","Lee Jordan","5faabb7200049cf238d67244_Daughter-of-Evil"
"10567","Lord Voldemort / Tom Vorlost Riddle","5faabb7200049cf238d67244_Daughter-of-Evil"
"10568","OC (Own Character)","5faabb7200049cf238d67244_Daughter-of-Evil"
"10569","Harry Potter","5faabe2c00082c1b17c67975_Im-Kopf-einer-Schlange"
"10570","Severus Snape","5faabe2c00082c1b17c67975_Im-Kopf-einer-Schlange"
"10571","Harry Potter","5faae351000c77cc160237f6_Das-Weihnachtsgeschenk"
"10572","Ted ""Teddy"" Remus Lupin","5faae351000c77cc160237f6_Das-Weihnachtsgeschenk"
"10573","Bellatrix Lestrange","5fac02470001828e241da15f_Against-the-Rules--2-Teil-Against"
"10574","Draco Malfoy","5fac02470001828e241da15f_Against-the-Rules--2-Teil-Against"
"10575","Harry Potter","5fac02470001828e241da15f_Against-the-Rules--2-Teil-Against"
"10576","Hermine Granger","5fac02470001828e241da15f_Against-the-Rules--2-Teil-Against"
"10577","Ronald ""Ron"" Weasley","5fac02470001828e241da15f_Against-the-Rules--2-Teil-Against"
"10578","Andromeda Tonks","5fac4223000c5e9aa4a3973_Bellatrix-Black--Lestrange-situation"
"10579","Bellatrix Lestrange","5fac4223000c5e9aa4a3973_Bellatrix-Black--Lestrange-situation"
"10580","Lord Voldemort / Tom Vorlost Riddle","5fac4223000c5e9aa4a3973_Bellatrix-Black--Lestrange-situation"
"10581","Narzissa Malfoy","5fac4223000c5e9aa4a3973_Bellatrix-Black--Lestrange-situation"
"10582","Rabastan Lestrange","5fac4223000c5e9aa4a3973_Bellatrix-Black--Lestrange-situation"
"10583","Rodolphus Lestrange","5fac4223000c5e9aa4a3973_Bellatrix-Black--Lestrange-situation"
"10584","Blaise Zabini","5fac71fd000bda6cecea19a_Amortentia"
"10585","Draco Malfoy","5fac71fd000bda6cecea19a_Amortentia"
"10586","Harry Potter","5fac71fd000bda6cecea19a_Amortentia"
"10587","Hermine Granger","5fac71fd000bda6cecea19a_Amortentia"
"10588","Pansy Parkinson","5fac71fd000bda6cecea19a_Amortentia"
"10589","Ronald ""Ron"" Weasley","5fac71fd000bda6cecea19a_Amortentia"
"10590","Blaise Zabini","5fadb436000c927f7ac69e0_Und-dann-kam-alles-anders"
"10591","Draco Malfoy","5fadb436000c927f7ac69e0_Und-dann-kam-alles-anders"
"10592","Ginevra Molly ""Ginny"" Weasley","5fadb436000c927f7ac69e0_Und-dann-kam-alles-anders"
"10593","Harry Potter","5fadb436000c927f7ac69e0_Und-dann-kam-alles-anders"
"10594","Hermine Granger","5fadb436000c927f7ac69e0_Und-dann-kam-alles-anders"
"10595","Ronald ""Ron"" Weasley","5fadb436000c927f7ac69e0_Und-dann-kam-alles-anders"
"10596","Harry Potter","5fadbd000002fcd910cbd8b2_Fragmente-eines-Lebens"
"10597","Severus Snape","5fadbd000002fcd910cbd8b2_Fragmente-eines-Lebens"
"10598","Astoria Greengrass","5fae56b0000496412e136253_Ill-always-remember-us-this-way"
"10599","Draco Malfoy","5fae56b0000496412e136253_Ill-always-remember-us-this-way"
"10600","Scorpius Malfoy","5fae56b0000496412e136253_Ill-always-remember-us-this-way"
"10601",NA,"5fae5abb000b93af3790d69d_Die-drei-Schwestern"
"10602","Draco Malfoy","5faea8aa000c90f321fd472f_Wenn-der-Winter-uns-vereint"
"10603","Hermine Granger","5faea8aa000c90f321fd472f_Wenn-der-Winter-uns-vereint"
"10604","Rose Weasley","5faea8aa000c90f321fd472f_Wenn-der-Winter-uns-vereint"
"10605","Scorpius Malfoy","5faea8aa000c90f321fd472f_Wenn-der-Winter-uns-vereint"
"10606","Draco Malfoy","5faee60600059f3013bfea36_From-the-cradle-to-the-grave"
"10607","Harry Potter","5faee60600059f3013bfea36_From-the-cradle-to-the-grave"
"10608","Hermine Granger","5faee60600059f3013bfea36_From-the-cradle-to-the-grave"
"10609","Lord Voldemort / Tom Vorlost Riddle","5faee60600059f3013bfea36_From-the-cradle-to-the-grave"
"10610","Ronald ""Ron"" Weasley","5faee60600059f3013bfea36_From-the-cradle-to-the-grave"
"10611","Severus Snape","5faee60600059f3013bfea36_From-the-cradle-to-the-grave"
"10612","Draco Malfoy","5faf1adb000c9768111acc41_Truth-or-Dare"
"10613","Harry Potter","5faf1adb000c9768111acc41_Truth-or-Dare"
"10614","OC (Own Character)","5faff5d2000be2dc8125755_Ein-unbeschreiblicher-Weihnachtsmorgen"
"10615","Harry Potter","5faffc74000c242c2144a68e_Eingekerkert-in-den-Kerkern"
"10616","Severus Snape","5faffc74000c242c2144a68e_Eingekerkert-in-den-Kerkern"
"10617","Albus Dumbledore","5fb04092000c98df13c80092_Hogwarts-Zeitreise"
"10618","George Weasley","5fb04092000c98df13c80092_Hogwarts-Zeitreise"
"10619","OC (Own Character)","5fb04092000c98df13c80092_Hogwarts-Zeitreise"
"10620","Remus ""Moony"" Lupin","5fb04092000c98df13c80092_Hogwarts-Zeitreise"
"10621","Severus Snape","5fb04092000c98df13c80092_Hogwarts-Zeitreise"
"10622","Sirius ""Tatze"" Black","5fb04092000c98df13c80092_Hogwarts-Zeitreise"
"10623","Bellatrix Lestrange","5fb04969000c4bf215eb3047_Sarina-Lestrange--Die-Macht-zu-lieben"
"10624","Daphne Greengrass","5fb04969000c4bf215eb3047_Sarina-Lestrange--Die-Macht-zu-lieben"
"10625","Draco Malfoy","5fb04969000c4bf215eb3047_Sarina-Lestrange--Die-Macht-zu-lieben"
"10626","Harry Potter","5fb04969000c4bf215eb3047_Sarina-Lestrange--Die-Macht-zu-lieben"
"10627","Lord Voldemort / Tom Vorlost Riddle","5fb04969000c4bf215eb3047_Sarina-Lestrange--Die-Macht-zu-lieben"
"10628","OC (Own Character)","5fb04969000c4bf215eb3047_Sarina-Lestrange--Die-Macht-zu-lieben"
"10629","Harry Potter","5fb0c23f000bd43012324e19_Geschichte-Boeser-Wolf"
"10630","Severus Snape","5fb0c23f000bd43012324e19_Geschichte-Boeser-Wolf"
"10631","Harry Potter","5fb0f23300008b10cca183d_Ebenbild"
"10632","OC (Own Character)","5fb0f23300008b10cca183d_Ebenbild"
"10633","Scorpius Malfoy","5fb0f23300008b10cca183d_Ebenbild"
"10634","Blaise Zabini","5fb11d280009f7e134304667_Being-Pansy-Parkinson"
"10635","Draco Malfoy","5fb11d280009f7e134304667_Being-Pansy-Parkinson"
"10636","Hermine Granger","5fb11d280009f7e134304667_Being-Pansy-Parkinson"
"10637","Pansy Parkinson","5fb11d280009f7e134304667_Being-Pansy-Parkinson"
"10638","Theodore Nott","5fb11d280009f7e134304667_Being-Pansy-Parkinson"
"10639","Draco Malfoy","5fb1262b00041bd013e56d5c_Your-pain-is-my-pain"
"10640","Hermine Granger","5fb1262b00041bd013e56d5c_Your-pain-is-my-pain"
"10641","Aberforth Dumbledore","5fb12ea60000ebc41fce7098_Gratwanderung"
"10642","Albus Dumbledore","5fb12ea60000ebc41fce7098_Gratwanderung"
"10643","Bathilda Bagshot","5fb12ea60000ebc41fce7098_Gratwanderung"
"10644","Fawkes","5fb12ea60000ebc41fce7098_Gratwanderung"
"10645","Gellert Grindelwald","5fb12ea60000ebc41fce7098_Gratwanderung"
"10646","Newt Scamander","5fb12ea60000ebc41fce7098_Gratwanderung"
"10647","Harry Potter","5fb13c08000b28831411e6f1_Wenn-die-Zeit-ploetzlich-langsamer-laeuft"
"10648","Hermine Granger","5fb13c08000b28831411e6f1_Wenn-die-Zeit-ploetzlich-langsamer-laeuft"
"10649","Ronald ""Ron"" Weasley","5fb13c08000b28831411e6f1_Wenn-die-Zeit-ploetzlich-langsamer-laeuft"
"10650","James ""Krone"" Potter","5fb15252000c9a6e11095640_The-Marauders-Book--Jahr-1"
"10651","Peter ""Wurmschwanz"" Pettigrew","5fb15252000c9a6e11095640_The-Marauders-Book--Jahr-1"
"10652","Remus ""Moony"" Lupin","5fb15252000c9a6e11095640_The-Marauders-Book--Jahr-1"
"10653","Sirius ""Tatze"" Black","5fb15252000c9a6e11095640_The-Marauders-Book--Jahr-1"
"10654","Graham Montague","5fb178350006878b22a74032_Somewhere-Only-We-Know"
"10655","OC (Own Character)","5fb178350006878b22a74032_Somewhere-Only-We-Know"
"10656",NA,"5fb17bb800051c403afff479_The-beginning-of-a-new-friendship-with"
"10657","Draco Malfoy","5fb185e3000c2225ecf4cd5_Dramione-OS-Weisst-du-was-Liebe-bedeutet"
"10658","Ginevra Molly ""Ginny"" Weasley","5fb185e3000c2225ecf4cd5_Dramione-OS-Weisst-du-was-Liebe-bedeutet"
"10659","Hermine Granger","5fb185e3000c2225ecf4cd5_Dramione-OS-Weisst-du-was-Liebe-bedeutet"
"10660","Ronald ""Ron"" Weasley","5fb185e3000c2225ecf4cd5_Dramione-OS-Weisst-du-was-Liebe-bedeutet"
"10661","Draco Malfoy","5fb1941a000baa811cbaef67_Mistelzweige--Fluch-oder-Segen"
"10662","Harry Potter","5fb1941a000baa811cbaef67_Mistelzweige--Fluch-oder-Segen"
"10663","Peter ""Wurmschwanz"" Pettigrew","5fb2cf4c000b47f4bb8d4d8-November-Die-Ratte-by-Ginada"
"10664","Astoria Greengrass","5fb2dcbe000c65303adba364_Verbrechen-Schwur-und-Hoffnung"
"10665","Draco Malfoy","5fb2dcbe000c65303adba364_Verbrechen-Schwur-und-Hoffnung"
"10666","Hermine Granger","5fb2dcbe000c65303adba364_Verbrechen-Schwur-und-Hoffnung"
"10667","Ronald ""Ron"" Weasley","5fb2dcbe000c65303adba364_Verbrechen-Schwur-und-Hoffnung"
"10668","Scorpius Malfoy","5fb2dcbe000c65303adba364_Verbrechen-Schwur-und-Hoffnung"
"10669","Draco Malfoy","5fb2f66d000c83a211dcfe91_Warum-gibt-es-keine-Maschine-die-Entscheidungen"
"10670","Ginevra Molly ""Ginny"" Weasley","5fb2f66d000c83a211dcfe91_Warum-gibt-es-keine-Maschine-die-Entscheidungen"
"10671","Harry Potter","5fb2f66d000c83a211dcfe91_Warum-gibt-es-keine-Maschine-die-Entscheidungen"
"10672","Hermine Granger","5fb2f66d000c83a211dcfe91_Warum-gibt-es-keine-Maschine-die-Entscheidungen"
"10673","Ronald ""Ron"" Weasley","5fb2f66d000c83a211dcfe91_Warum-gibt-es-keine-Maschine-die-Entscheidungen"
"10674","Blaise Zabini","5fb3d9b60002108c3b196894_Die-verlorene-Schwester"
"10675","Draco Malfoy","5fb3d9b60002108c3b196894_Die-verlorene-Schwester"
"10676","Harry Potter","5fb3d9b60002108c3b196894_Die-verlorene-Schwester"
"10677","OC (Own Character)","5fb3d9b60002108c3b196894_Die-verlorene-Schwester"
"10678","Sirius ""Tatze"" Black","5fb3d9b60002108c3b196894_Die-verlorene-Schwester"
"10679","Albus Dumbledore","5fb3ea51000c375b2f90bc16_Schatten-von-Faerun-Bruderzwist"
"10680","Ginevra Molly ""Ginny"" Weasley","5fb3ea51000c375b2f90bc16_Schatten-von-Faerun-Bruderzwist"
"10681","Harry Potter","5fb3ea51000c375b2f90bc16_Schatten-von-Faerun-Bruderzwist"
"10682","Hermine Granger","5fb3ea51000c375b2f90bc16_Schatten-von-Faerun-Bruderzwist"
"10683","OC (Own Character)","5fb3ea51000c375b2f90bc16_Schatten-von-Faerun-Bruderzwist"
"10684","Ronald ""Ron"" Weasley","5fb3ea51000c375b2f90bc16_Schatten-von-Faerun-Bruderzwist"
"10685","Ginevra Molly ""Ginny"" Weasley","5fb511d4000bd007377ff79a_DamiZaubere-Was-en-da-los--Percy"
"10686","Harry Potter","5fb511d4000bd007377ff79a_DamiZaubere-Was-en-da-los--Percy"
"10687","Hermine Granger","5fb511d4000bd007377ff79a_DamiZaubere-Was-en-da-los--Percy"
"10688","Ronald ""Ron"" Weasley","5fb511d4000bd007377ff79a_DamiZaubere-Was-en-da-los--Percy"
"10689","Cedric Diggory","5fb52997000c47f91930d52b_FREDRIC"
"10690","Fred Weasley","5fb52997000c47f91930d52b_FREDRIC"
"10691",NA,"5fb559e000042786281b19a2_Bound-to-you"
"10692",NA,"5fb5653d000aa270362db342_Harry-Potter-und-der-Unterricht-fuer-DKdM"
"10693","Albus Dumbledore","5fb566950003e34925267d46_Zeit-um-Geschichte-zu-schreiben"
"10694","Draco Malfoy","5fb566950003e34925267d46_Zeit-um-Geschichte-zu-schreiben"
"10695","Harry Potter","5fb566950003e34925267d46_Zeit-um-Geschichte-zu-schreiben"
"10696","Lord Voldemort / Tom Vorlost Riddle","5fb566950003e34925267d46_Zeit-um-Geschichte-zu-schreiben"
"10697","Lucius Malfoy","5fb566950003e34925267d46_Zeit-um-Geschichte-zu-schreiben"
"10698","Severus Snape","5fb566950003e34925267d46_Zeit-um-Geschichte-zu-schreiben"
"10699","Oliver Wood","5fb5a8470000892115d26681_roger-davies-is-a-communist-pass-it"
"10700","Percy Weasley","5fb5a8470000892115d26681_roger-davies-is-a-communist-pass-it"
"10701","Roger Davies","5fb5a8470000892115d26681_roger-davies-is-a-communist-pass-it"
"10702","Harry Potter","5fb61d98000089e62eb2b446_Verlorene-Hoffnung"
"10703","Severus Snape","5fb61d98000089e62eb2b446_Verlorene-Hoffnung"
"10704","OC (Own Character)","5fb664730001723120e56994_Fingeruebungen-2020"
"10705","Regulus Arcturus Black","5fb664730001723120e56994_Fingeruebungen-2020"
"10706","Severus Snape","5fb664730001723120e56994_Fingeruebungen-2020"
"10707","Blaise Zabini","5fb6aa620001926de5b6b95_Green-Eyes"
"10708","Draco Malfoy","5fb6aa620001926de5b6b95_Green-Eyes"
"10709","Harry Potter","5fb6aa620001926de5b6b95_Green-Eyes"
"10710","Hermine Granger","5fb6aa620001926de5b6b95_Green-Eyes"
"10711","Pansy Parkinson","5fb6aa620001926de5b6b95_Green-Eyes"
"10712","Ronald ""Ron"" Weasley","5fb6aa620001926de5b6b95_Green-Eyes"
"10713","Harry Potter","5fb6c98b000b99821e36dcc2_Harry-Potters-Rache"
"10714","Lord Voldemort / Tom Vorlost Riddle","5fb6c98b000b99821e36dcc2_Harry-Potters-Rache"
"10715","Draco Malfoy","5fb6edf7000c9d86ecda1d6_Dramione-Herzrasen"
"10716","Ginevra Molly ""Ginny"" Weasley","5fb6edf7000c9d86ecda1d6_Dramione-Herzrasen"
"10717","Harry Potter","5fb6edf7000c9d86ecda1d6_Dramione-Herzrasen"
"10718","Hermine Granger","5fb6edf7000c9d86ecda1d6_Dramione-Herzrasen"
"10719","OC (Own Character)","5fb6edf7000c9d86ecda1d6_Dramione-Herzrasen"
"10720","Ronald ""Ron"" Weasley","5fb6edf7000c9d86ecda1d6_Dramione-Herzrasen"
"10721","Dean Thomas","5fb776b3000c13b21331e682_Die-Erinnerung-an-dich"
"10722","Draco Malfoy","5fb776b3000c13b21331e682_Die-Erinnerung-an-dich"
"10723","Harry Potter","5fb776b3000c13b21331e682_Die-Erinnerung-an-dich"
"10724","Hermine Granger","5fb776b3000c13b21331e682_Die-Erinnerung-an-dich"
"10725","Luna Lovegood","5fb776b3000c13b21331e682_Die-Erinnerung-an-dich"
"10726","Ronald ""Ron"" Weasley","5fb776b3000c13b21331e682_Die-Erinnerung-an-dich"
"10727","Cedric Diggory","5fb79e9e0007bb9233e9e26a_Changed-my-mind"
"10728","Draco Malfoy","5fb79e9e0007bb9233e9e26a_Changed-my-mind"
"10729","Harry Potter","5fb79e9e0007bb9233e9e26a_Changed-my-mind"
"10730","Hermine Granger","5fb79e9e0007bb9233e9e26a_Changed-my-mind"
"10731","OC (Own Character)","5fb79e9e0007bb9233e9e26a_Changed-my-mind"
"10732","OC (Own Character)","5fb7bbae000c57b615fec4d4_The-daughter-of-Severus-Snape"
"10733","Severus Snape","5fb7bbae000c57b615fec4d4_The-daughter-of-Severus-Snape"
"10734","Charlie Weasley","5fb7c149000c3c2613f1eb2f_Wasteland-Baby"
"10735","Draco Malfoy","5fb7dda6000514ca31a8ba34_Sturm-der-Liebe-Drarry"
"10736","Harry Potter","5fb7dda6000514ca31a8ba34_Sturm-der-Liebe-Drarry"
"10737","Antonin Dolohow","5fb7efde000c8711290437b9_Alle-guten-Dinge-sind-3"
"10738","Barty Crouch Jr.","5fb7efde000c8711290437b9_Alle-guten-Dinge-sind-3"
"10739","Fenrir Greyback","5fb7efde000c8711290437b9_Alle-guten-Dinge-sind-3"
"10740","Hermine Granger","5fb7efde000c8711290437b9_Alle-guten-Dinge-sind-3"
"10741","Luna Lovegood","5fb7efde000c8711290437b9_Alle-guten-Dinge-sind-3"
"10742","Millicent Bulstrode","5fb7efde000c8711290437b9_Alle-guten-Dinge-sind-3"
"10743","Antonin Dolohow","5fb7f73400028ab230463d46_Reuevolle-Wege"
"10744","Hermine Granger","5fb7f73400028ab230463d46_Reuevolle-Wege"
"10745","Luna Lovegood","5fb7f73400028ab230463d46_Reuevolle-Wege"
"10746","Rabastan Lestrange","5fb7f73400028ab230463d46_Reuevolle-Wege"
"10747","Draco Malfoy","5fb807f6000a213f6725bee_Just-like-yesterday--Dramione"
"10748","Hermine Granger","5fb807f6000a213f6725bee_Just-like-yesterday--Dramione"
"10749","OC (Own Character)","5fb81158000c1ddb33c74795_Bevor-ich-sterbe"
"10750","Regulus Arcturus Black","5fb81158000c1ddb33c74795_Bevor-ich-sterbe"
"10751","Cedric Diggory","5fb81b93000c4a1534f285d9_Stolz-und-Vorurteile"
"10752","OC (Own Character)","5fb81b93000c4a1534f285d9_Stolz-und-Vorurteile"
"10753","Harry Potter","5fb8fa10000af9528fc06a6_Death-of-Today"
"10754","Lord Voldemort / Tom Vorlost Riddle","5fb8fa10000af9528fc06a6_Death-of-Today"
"10755","Draco Malfoy","5fb8fe5a000c9e5b3af1003c_Der-Geheimgang"
"10756","Harry Potter","5fb8fe5a000c9e5b3af1003c_Der-Geheimgang"
"10757","Hermine Granger","5fb8fe5a000c9e5b3af1003c_Der-Geheimgang"
"10758","Ronald ""Ron"" Weasley","5fb8fe5a000c9e5b3af1003c_Der-Geheimgang"
"10759","Lord Voldemort / Tom Vorlost Riddle","5fb907d2000c9e6a2d186266_Niemand-mag-Klugscheisser"
"10760","OC (Own Character)","5fb907d2000c9e6a2d186266_Niemand-mag-Klugscheisser"
"10761","Draco Malfoy","5fb920a4000c2225200bab05_Dramione-OS--I-know-I-love"
"10762","Hermine Granger","5fb920a4000c2225200bab05_Dramione-OS--I-know-I-love"
"10763","Lord Voldemort / Tom Vorlost Riddle","5fb95e37000c9b1f263f35f4_Tom-Riddle-Hogwarts"
"10764","Draco Malfoy","5fb97c2a0001f4f218317a2f_Deine-Worte-kennt-nur-der-Wind"
"10765","Harry Potter","5fb97c2a0001f4f218317a2f_Deine-Worte-kennt-nur-der-Wind"
"10766","Hermine Granger","5fb9854700058af5a9fb0d4_Duesterer-Einblick"
"10767","Neville Longbottom","5fb9854700058af5a9fb0d4_Duesterer-Einblick"
"10768","Draco Malfoy","5fb99fb90009c6af37ee858c_SlytherIn-----Drarry-Adventskalender"
