"","id","slash","characters","ff_ids"
"726","5d5bd89c0001ae612cf429f0","Het","Hermine Granger, Severus Snape","5d5bd89c0001ae612cf429f0_Gefangen-in-der-vierten-Dimension"
"727","5d5c3032000a3f422aaef317","Gen","Harry Potter, Hermine Granger, Minerva McGonagall, Neville Longbottom, Remus ""Moony"" Lupin, Ronald ""Ron"" Weasley","5d5c3032000a3f422aaef317_Harry-Potter-und-die-Macht-der-Gedanken"
"728","5d5c30bc0000109336459f82","MaleSlash","Albus Severus Potter, Draco Malfoy, Harry Potter, Scorpius Malfoy","5d5c30bc0000109336459f82_Schattenkrieger--Die-Buechse-der-Pandora"
"729","5d5d4eb6000b25cb15c48ac7","Gen","Draco Malfoy, Hermine Granger, Ronald ""Ron"" Weasley","5d5d4eb6000b25cb15c48ac7_Lass-die-Feder-fuer-dich-sprechen"
"730","5d5e52ac000aed5b1c2aa7a4",NA,"","5d5e52ac000aed5b1c2aa7a4_Der-vermeintliche-Irrweg"
"731","5d6246050002b77223c24157","MaleSlash","Albus Dumbledore, Draco Malfoy, Harry Potter, Hermine Granger, Ronald ""Ron"" Weasley, Severus Snape","5d6246050002b77223c24157_Soul-cut"
"732","5d636177000b1c4124f156d6","Het","Lord Voldemort / Tom Vorlost Riddle, OC (Own Character)","5d636177000b1c4124f156d6_Well-Lived"
"733","5d63ca35000adf061c20cf2d","Gen","Andromeda Tonks, Gideon Prewett, OC (Own Character)","5d63ca35000adf061c20cf2d_Free"
"734","5d669225000ac12d2b5ba7d7","Gen","Ginevra Molly ""Ginny"" Weasley, Harry Potter, Hermine Granger, OC (Own Character), Ronald ""Ron"" Weasley","5d669225000ac12d2b5ba7d7_Wieso-zerbricht-du-dir-den-Kopf-wegen"
"735","5d681212000b2c7f32929134","Gen","James ""Krone"" Potter, Remus ""Moony"" Lupin, Sirius ""Tatze"" Black","5d681212000b2c7f32929134_Besuch-der-etwas-anderen-Art-eine-Geschichte"
"736","5d6829cf000b2c94cc48829","Het","Draco Malfoy, Harry Potter, Hermine Granger, OC (Own Character), Ronald ""Ron"" Weasley, Severus Snape","5d6829cf000b2c94cc48829_Die-Geschichte-von-Catherine-ONeill"
"737","5d691dc4000a774911bb69f9","Gen","James ""Krone"" Potter, Lily Potter, Remus ""Moony"" Lupin, Sirius ""Tatze"" Black","5d691dc4000a774911bb69f9_Drei-Chaoten-im-Muggelcamp"
"738","5d6a122600003b4e2509e5b6","MaleSlash","Blaise Zabini, Charlie Weasley, Draco Malfoy, Harry Potter, Hermine Granger, Ronald ""Ron"" Weasley","5d6a122600003b4e2509e5b6_Das-Prinzip-Warteschleife"
"739","5d6ae2670005e925345587e6","MaleSlash","Harry Potter, Hermine Granger, Ronald ""Ron"" Weasley, Severus Snape","5d6ae2670005e925345587e6_Eisbrecher"
"740","5d6b6ab80005f43827e6594c","Gen","Bellatrix Lestrange, Blaise Zabini, Draco Malfoy, Luna Lovegood, OC (Own Character), Rodolphus Lestrange","5d6b6ab80005f43827e6594c_Ich-bin-ein-Lestrange"
"741","5d6b869a000abf0b17ae1ee4","Gen","Daphne Greengrass, Draco Malfoy, Millicent Bulstrode, Theodore Nott, Tracey Davis","5d6b869a000abf0b17ae1ee4_Weiter-doch-weiter"
"742","5d6d2b280009693439376019","Gen","Blaise Zabini, Draco Malfoy, Harry Potter, OC (Own Character)","5d6d2b280009693439376019_A-SlytherinMudblood"
"743","5d6d3ded0000ebc4e9371af","MaleSlash","Aberforth Dumbledore, Albus Dumbledore, Ariana Dumbledore, Bathilda Bagshot, Gellert Grindelwald","5d6d3ded0000ebc4e9371af_Abgruende"
"744","5d6e7878000a7d3d1505a489","Gen","Blaise Zabini, Draco Malfoy, Harry Potter, Hermine Granger, OC (Own Character), Pansy Parkinson","5d6e7878000a7d3d1505a489_Der-DiorSkandal-Teil-1"
"745","5d71242a000b2ded185e24af","Gen","","5d71242a000b2ded185e24af_Streiche"
"746","5d72988f0009bf833533ba2c","Gen","Harry Potter, OC (Own Character), Remus ""Moony"" Lupin, Sirius ""Tatze"" Black","5d72988f0009bf833533ba2c_Angel-of-Death-Willst-du-mein-Vater"
"747","5d72c8e1000b332a1805c0ea","Gen","Harry Potter, Hermine Granger, Ronald ""Ron"" Weasley","5d72c8e1000b332a1805c0ea_Harry-Potter-und-der-Stein-der-Auferstehung"
"748","5d73155d0009020533ac32d7","Gen","Dudley Dursley, Harry Potter","5d73155d0009020533ac32d7_Dudley-und-die-magische-Welt-Arbeitstitel"
"749","5d739f5000088e4d341ff4fb","Mix","Godric Gryffindor, Harry Potter, Lord Voldemort / Tom Vorlost Riddle, Neville Longbottom, Salazar Slytherin, Severus Snape","5d739f5000088e4d341ff4fb_Nicht-der-erste-Blick-es-lohnt-sich"
"750","5d740c28000b291c2e1ae208","Het","Draco Malfoy, Hermine Granger, Lucius Malfoy, Narzissa Malfoy, OC (Own Character), Ronald ""Ron"" Weasley","5d740c28000b291c2e1ae208_Von-Liebe-zu-Liebe-HermineLucius"
"751","5d742298000abcec2bda722f","Gen","James ""Krone"" Potter, Lily Potter","5d742298000abcec2bda722f_Jily-OS-und--SF-Sammlung"
"752","5d751eee000573a23ad6cb9c","MaleSlash","Kingsley Shacklebolt, Luna Lovegood, OC (Own Character), Remus ""Moony"" Lupin, Severus Snape, Sirius ""Tatze"" Black","5d751eee000573a23ad6cb9c_Truth-Past-Present"
"753","5d7572320009560b11e96c10","Gen","OC (Own Character), Severus Snape","5d7572320009560b11e96c10_Erweiterte-Familienbande"
"754","5d76ee820003702417d6ce44","Het","Astoria Greengrass, Draco Malfoy, Lucius Malfoy, Narzissa Malfoy, Rose Weasley, Scorpius Malfoy","5d76ee820003702417d6ce44_Gestohlenes-Glueck"
"755","5d76eec60003702429375d4e","Het","Astoria Greengrass, Blaise Zabini, Draco Malfoy","5d76eec60003702429375d4e_Schuld-bekennen--Busse-tun"
"756","5d77ae2c000b35dd34218727","Gen","Harry Potter, James ""Krone"" Potter, Lily Potter, Lord Voldemort / Tom Vorlost Riddle","5d77ae2c000b35dd34218727_Nette-Briefe-und-ein-verhexter-Snape"
"757","5d77aea5000aa49e219743c5","Gen","Neville Longbottom, OC (Own Character), Tracey Davis","5d77aea5000aa49e219743c5_Annas-magische-Reise-2"
"758","5d7954a3000b05012ec5296d","Gen","Arthur Weasley, Filius Flitwick, Lucius Malfoy, Minerva McGonagall, Pomona Sprout, Poppy Pomfrey","5d7954a3000b05012ec5296d_Die-Erbe-von-Hogwarts"
"759","5d795b6300044834396fbce7","MaleSlash","Draco Malfoy, Harry Potter","5d795b6300044834396fbce7_Der-Tag-an-dem-die-Welt-stillsteht"
"760","5d795d37000a14d0107e6cfb","Gen","Hermine Granger, Ronald ""Ron"" Weasley","5d795d37000a14d0107e6cfb_Ill-never-let-you-go-Hermione-"
"761","5d7a0a120001ae6110d58810","Mix","Draco Malfoy, Harry Potter, Hermine Granger, Remus ""Moony"" Lupin, Severus Snape","5d7a0a120001ae6110d58810_Eine-unfeine-Jagdgesellschaft"
"762","5d7a5ae30003644c215070ff","Mix","Ginevra Molly ""Ginny"" Weasley, Harry Potter, Luna Lovegood, Neville Longbottom, OC (Own Character)","5d7a5ae30003644c215070ff_Kampf-gegen-Tom-Riddle--Ginnys-Weg"
"763","5d7ad036000b36e830193636","Gen","Lord Voldemort / Tom Vorlost Riddle, OC (Own Character), Severus Snape","5d7ad036000b36e830193636_Always"
"764","5d7b88710005320225505f69","Gen","Draco Malfoy, Harry Potter, Hermine Granger, Lucius Malfoy, Narzissa Malfoy, Ronald ""Ron"" Weasley","5d7b88710005320225505f69_Draco-Malfoy-oder-der-Traumberuf"
"765","5d7b9c9e0008e1b112f6425c","Het","Blaise Zabini, Daphne Greengrass, Draco Malfoy, Lord Voldemort / Tom Vorlost Riddle, OC (Own Character), Severus Snape","5d7b9c9e0008e1b112f6425c_Todesserliebe-Draco-Malfoy-FF"
"766","5d7baa600009ee421a5b425d","Gen","James ""Krone"" Potter, Lily Potter, Peter ""Wurmschwanz"" Pettigrew, Remus ""Moony"" Lupin, Sirius ""Tatze"" Black","5d7baa600009ee421a5b425d_Hidden"
"767","5d7bc2f500045ffc1114f3e5","Het","Fred Weasley, OC (Own Character)","5d7bc2f500045ffc1114f3e5_Keep-it-a-secret"
"768","5d7d49ea000408fe96b5281","Gen","Draco Malfoy, Hermine Granger","5d7d49ea000408fe96b5281_Hass-verbindet"
"769","5d7e520400046059172949e5","Gen","Horace Slughorn, Lord Voldemort / Tom Vorlost Riddle, OC (Own Character)","5d7e520400046059172949e5_Das-Erwachen-der-Dunkelheit--Es-war"
"770","5d7fd3be000b2ded9329d3f","Gen","","5d7fd3be000b2ded9329d3f_Augenblicke"
"771","5d7ff5e5000b39e41b1bccdb","Gen","Fred Weasley, George Weasley","5d7ff5e5000b39e41b1bccdb_Twin-Pain"
"772","5d828b51000b3b52273ea5c8","Gen","Draco Malfoy, Hermine Granger","5d828b51000b3b52273ea5c8_Verbotene-Liebe"
"773","5d82bc4300064df839ad2204","Gen","James ""Krone"" Potter, Lily Potter, Marlene McKinnon, OC (Own Character), Remus ""Moony"" Lupin, Sirius ""Tatze"" Black","5d82bc4300064df839ad2204_Das-letzte-Jahr"
"774","5d83d95f000b344710a6d579","Gen","Harry Potter, Hermine Granger, Lord Voldemort / Tom Vorlost Riddle, OC (Own Character), Ronald ""Ron"" Weasley","5d83d95f000b344710a6d579_Es-kann-nicht-so-sein-oder"
"775","5d84ff8b0004163ffd34525","Het","Bellatrix Lestrange, Lord Voldemort / Tom Vorlost Riddle, Lucius Malfoy, Narzissa Malfoy, Peter ""Wurmschwanz"" Pettigrew, Severus Snape","5d84ff8b0004163ffd34525_Winterherz"
"776","5d865d12000a73cee039d7e","Gen","Harry Potter, Ted ""Teddy"" Remus Lupin","5d865d12000a73cee039d7e_My-new-life"
"777","5d87490600014bf2db802b4","Het","Draco Malfoy, Harry Potter, Hermine Granger, OC (Own Character), Ronald ""Ron"" Weasley","5d87490600014bf2db802b4_Rueckkehr-nach-Hogwarts"
"778","5d8755fd00009e6d27adb3f9","Het","Antonin Dolohow, Hermine Granger, Pansy Parkinson, Ronald ""Ron"" Weasley, Thorfinn Rowle","5d8755fd00009e6d27adb3f9_Gedankenspiele"
"779","5d87d0d30006d0d7349651b1","Gen","Alastor ""Mad Eye"" Moody, Lucius Malfoy, Magische Wesen, OC (Own Character), Severus Snape, Sirius ""Tatze"" Black","5d87d0d30006d0d7349651b1_MSTing-quot-fuenf-Punkte-Abzug-fuer-Gryffindor"
"780","5d8cc9940004bb0335a666d5","Gen","Aberforth Dumbledore, Draco Malfoy, Harry Potter, Lucius Malfoy, Sibyll Trelawney","5d8cc9940004bb0335a666d5_Die-Unerwuenschten-von-Knox--Die-Rueckkehr"
"781","5d8cd36e0003075210082778","MaleSlash","Harry Potter, Severus Snape","5d8cd36e0003075210082778_Basiliskengift-und-Zaubertraenke-Teddy-greift-ein"
"782","5d8e42fd0008db1b1689384f","Gen","Harry Potter, Lord Voldemort / Tom Vorlost Riddle, OC (Own Character)","5d8e42fd0008db1b1689384f_Hate--Love"
"783","5d906b9600001bee1ec15368","MaleSlash","Harry Potter, Severus Snape","5d906b9600001bee1ec15368_Die-Armee-der-Lustsklaven"
"784","5d90f7da000b3447dd0bb4b","Gen","Albus Severus Potter, Draco Malfoy, Harry Potter, Hermine Granger, Luna Lovegood, OC (Own Character)","5d90f7da000b3447dd0bb4b_HP-Geschichten"
"785","5d910f0300093e8f1303f37b","Gen","OC (Own Character)","5d910f0300093e8f1303f37b_Zu-neuen-Ufern-Arbeitstitel"
"786","5d938251000b44311a9fcb86","MaleSlash","Draco Malfoy, Harry Potter, Lord Voldemort / Tom Vorlost Riddle, Magische Wesen, Salazar Slytherin, Severus Snape","5d938251000b44311a9fcb86_Blackbird--Fall-in-love"
"787","5d93be37000b445527cebc90","MaleSlash","Godric Gryffindor, Harry Potter, Helga Hufflepuff, Lord Voldemort / Tom Vorlost Riddle, Rowena Ravenclaw, Salazar Slytherin","5d93be37000b445527cebc90_Die-Gruender-als-Eltern"
"788","5d953e7e0007287671af4cc","MaleSlash","Draco Malfoy, Harry Potter","5d953e7e0007287671af4cc_Was-soll-das-werden"
"789","5d95f4bb000682ff10784bc5","Gen","Astoria Greengrass, Fred Weasley, OC (Own Character), Regulus Arcturus Black, Remus ""Moony"" Lupin, Sirius ""Tatze"" Black","5d95f4bb000682ff10784bc5_Serena-Black--Nox"
"790","5d960a7e00046fef18aeb039","Het","James ""Krone"" Potter, Lily Potter","5d960a7e00046fef18aeb039_Klima-und-Liebe"
"791","5d9765e20005f43838279f57","Gen","Draco Malfoy, Lord Voldemort / Tom Vorlost Riddle, Lucius Malfoy, Narzissa Malfoy, OC (Own Character), Severus Snape","5d9765e20005f43838279f57_Vergangenheit-Gegenwart-Zukunft"
"792","5d98aaab000b47043933837b","Gen","Adrian Pucey, Fred Weasley, OC (Own Character), Terence Higgs","5d98aaab000b47043933837b_Pfefferminztee-duftet-nach-Pfefferminze"
"793","5d99c53d000b47ca18aa11f1","Gen","Draco Malfoy, Ginevra Molly ""Ginny"" Weasley, Gregory Goyle, Harry Potter, Hermine Granger, Ronald ""Ron"" Weasley","5d99c53d000b47ca18aa11f1_Against-the-rules"
"794","5d9a0bf4000b2ded222684ce","Gen","","5d9a0bf4000b2ded222684ce_Briefe"
"795","5d9a5b57000a335423400d62","Gen","Draco Malfoy, Hermine Granger, Neville Longbottom","5d9a5b57000a335423400d62_Hogwarts-2007"
"796","5d9b7b1600072ff23b6e7543","Gen","Draco Malfoy, Fred Weasley, Harry Potter, Hermine Granger, OC (Own Character), Ronald ""Ron"" Weasley","5d9b7b1600072ff23b6e7543_Of-Snakes-And-Lions--Fred-Weasley"
"797","5d9b87c50006e93d225903e9","Gen","Hermine Granger, Severus Snape","5d9b87c50006e93d225903e9_Ein-letzter-Gruss"
"798","5d9c3ce60004e2231a9d9c7a","Gen","Hermine Granger, Lucius Malfoy, Severus Snape","5d9c3ce60004e2231a9d9c7a_Malfoy--Partner-Investigations--Der-Schlangenkrieger"
"799","5d9c6940000ad97e2791e5eb","Gen","Albus Severus Potter, James Sirius Potter, Lily Luna Potter, OC (Own Character), Scorpius Malfoy","5d9c6940000ad97e2791e5eb_Ploetzlich-Todesfee"
"800","5d9fa222000b1e332c6c3a84","Gen","James ""Krone"" Potter, Lily Potter, Peter ""Wurmschwanz"" Pettigrew, Remus ""Moony"" Lupin, Sirius ""Tatze"" Black","5d9fa222000b1e332c6c3a84_JilyAnders-als-gedacht"
"801","5da0d61b000851352bff608c","Het","Draco Malfoy, Harry Potter, Minerva McGonagall, Severus Snape","5da0d61b000851352bff608c_Reine-Formsache"
"802","5da1d5100002b018192a168b","Gen","Albus Dumbledore, Bellatrix Lestrange, Fenrir Greyback, Harry Potter, Lord Voldemort / Tom Vorlost Riddle, Severus Snape","5da1d5100002b018192a168b_Zwei-jagende-Raubvoegel"
"803","5da24044000ac84d1e48c080","MaleSlash","Harry Potter","5da24044000ac84d1e48c080_Go-with-the-darkness"
"804","5da24909000ae85496a12cf","Gen","OC (Own Character)","5da24909000ae85496a12cf_Ein-aussergewoehnlich-magischer-Muggel"
"805","5da3268d00000e232a01ea57","MaleSlash","Draco Malfoy, Harry Potter","5da3268d00000e232a01ea57_Everytime-you-go-away"
"806","5da32aec000b4d3a1a79250d","MaleSlash","Albus Dumbledore, Lily Potter, Nymphadora Tonks, Remus ""Moony"" Lupin, Severus Snape","5da32aec000b4d3a1a79250d_Gedaechnisluecken"
"807","5da3853a0009ea2e114ff04f","Gen","Albus Dumbledore, Ginevra Molly ""Ginny"" Weasley, Harry Potter, Hermine Granger, Lord Voldemort / Tom Vorlost Riddle","5da3853a0009ea2e114ff04f_Machtspiel-der-neue-Lord"
"808","5da4b0c100044b03180476fe","Gen","Draco Malfoy, Harry Potter, Hermine Granger, Magische Wesen, OC (Own Character), Ronald ""Ron"" Weasley","5da4b0c100044b03180476fe_The-friendly-snake"
"809","5da4c9ec00076327fe9d673","Gen","Harry Potter, Hermine Granger, Ronald ""Ron"" Weasley","5da4c9ec00076327fe9d673_Schisma"
"810","5da57f290007e658141d5188","MaleSlash","Albus Dumbledore, Fawkes, Harry Potter, Lord Voldemort / Tom Vorlost Riddle, OC (Own Character), Petunia Dursley","5da57f290007e658141d5188_Wer-bin-ich--meine-magische-Familie"
"811","5da73650000b4f95319ff69b","Gen","Draco Malfoy, Harry Potter, James ""Krone"" Potter, Lily Potter, OC (Own Character)","5da73650000b4f95319ff69b_Finall-united"
"812","5da8d707000a2cbe3ad057ab","Gen","Draco Malfoy, Harry Potter, Hermine Granger, OC (Own Character)","5da8d707000a2cbe3ad057ab_Gezeichnet"
"813","5da9cbe1000b4f9515eef844","Gen","James ""Krone"" Potter, OC (Own Character), Orion Black, Sirius ""Tatze"" Black, Walburga Black","5da9cbe1000b4f9515eef844_Flucht-vor-der-Vergangenheit"
"814","5daa29ef000a965b3ab44c84","Gen","Draco Malfoy, Harry Potter, Lucius Malfoy, OC (Own Character), Severus Snape","5daa29ef000a965b3ab44c84_Familie-ist-nicht-immer-leicht"
"815","5dab7820000338c61842f839","Gen","Bellatrix Lestrange, Lord Voldemort / Tom Vorlost Riddle, Lucius Malfoy, Peter ""Wurmschwanz"" Pettigrew, Rita Kimmkorn, Severus Snape","5dab7820000338c61842f839_Voldemorts-Abenteuer-als-Squib"
"816","5dac97890002e67da947e66","Gen","Argus Filch, Die maulende Myrte, Dobby, Poppy Pomfrey, Winky","5dac97890002e67da947e66_Sommerferien-in-Hogwarts"
"817","5dae028b000573a211f43ff0","MaleSlash","Harry Potter, Lily Potter, Severus Snape","5dae028b000573a211f43ff0_Just-another-time-travel-fanfiction"
"818","5dae2999000b5403330b2792","Het","Harry Potter, Hermine Granger, Neville Longbottom, OC (Own Character)","5dae2999000b5403330b2792_Salazars-Kinder"
"819","5dae2e0c000929ec17316dc2","Gen","James ""Krone"" Potter, Lily Potter, Marlene McKinnon, Peter ""Wurmschwanz"" Pettigrew, Remus ""Moony"" Lupin, Sirius ""Tatze"" Black","5dae2e0c000929ec17316dc2_Rumtreiber-und-Kindertraeume"
"820","5daef0fa0007492d22444d9a","MaleSlash","Albus Dumbledore, Harry Potter, Hermine Granger, Igor Karkaroff, Lord Voldemort / Tom Vorlost Riddle, Viktor Krum","5daef0fa0007492d22444d9a_Weisse-Asche-U0411U0435U043BU044BU0439-U041FU0435U043FU0435U043B"
"821","5daf236d0004e223f037e69","Gen","Albus Dumbledore, Hermine Granger, Lucius Malfoy, Minerva McGonagall","5daf236d0004e223f037e69_Das-Boese-hat-viele-Gesichter"
"822","5daf43e90005c7c72f920f90","Gen","Draco Malfoy, Lord Voldemort / Tom Vorlost Riddle, Lucius Malfoy, Narzissa Malfoy, OC (Own Character)","5daf43e90005c7c72f920f90_I-apologize"
"823","5db057a70009430636c8a003","Gen","","5db057a70009430636c8a003_50-Shades-of-Draco"
"824","5db09ac50007cfb71642e933","Gen","OC (Own Character)","5db09ac50007cfb71642e933_Freya-Lily-Potter"
"825","5db1983a000b51db6d09b77","Gen","Andromeda Tonks, Kingsley Shacklebolt, Nymphadora Tonks, OC (Own Character), Remus ""Moony"" Lupin, Ted ""Teddy"" Remus Lupin","5db1983a000b51db6d09b77_Ueberlebt"
"826","5db2f79300099d241fcbe0fb","Gen","","5db2f79300099d241fcbe0fb_Its-hard-to-forget-someone-who-gave"
"827","5db36ce8000b502e14aad198","MaleSlash","Albus Dumbledore, Harry Potter, Hermine Granger, OC (Own Character), Severus Snape","5db36ce8000b502e14aad198_Tief-unter-der-Erde"
"828","5db5868a000a469e19141f3e","MaleSlash","Albus Dumbledore, Fawkes, Harry Potter, Lord Voldemort / Tom Vorlost Riddle","5db5868a000a469e19141f3e_Das-gute-Boese-Arbeitstitel"
"829","5db586ea0004aabb2d2f09b1","Gen","Harry Potter, Hermine Granger, James ""Krone"" Potter, Lily Potter, Lord Voldemort / Tom Vorlost Riddle, OC (Own Character)","5db586ea0004aabb2d2f09b1_Nicht-alles-ist-so-wie-es-scheint"
"830","5db5900c000614fe218171d1","Mix","Andromeda Tonks, Blaise Zabini, Draco Malfoy, Gregory Goyle, Seamus Finnigan, Vincent Crabbe","5db5900c000614fe218171d1_Goyle"
"831","5db5e74b000b583e1a044992","Gen","Draco Malfoy, Hermine Granger","5db5e74b000b583e1a044992_Vinculum-visionum--Verflucht"
"832","5db613ee000b29fafb652f2","MaleSlash","Albus Dumbledore, Blaise Zabini, Die maulende Myrte, Draco Malfoy, Harry Potter, Ronald ""Ron"" Weasley","5db613ee000b29fafb652f2_Neue-Zeiten-Fortsetzung-von-die-Zeitenwandlerin"
"833","5db710600004c63136ebe32f","Gen","Minerva McGonagall, OC (Own Character)","5db710600004c63136ebe32f_Ploetzlich-Hexe"
"834","5db7554600014f3df66f9fc","MaleSlash","Harry Potter, Lord Voldemort / Tom Vorlost Riddle","5db7554600014f3df66f9fc_Des-Lords-Meister"
"835","5db93a86000aee873072a46d","Gen","Harry Potter, Hermine Granger, Ronald ""Ron"" Weasley","5db93a86000aee873072a46d_Die-Logik-des-Hungers"
"836","5dbadf3b00082c1b169d4a68",NA,"","5dbadf3b00082c1b169d4a68_In-der-Dunkelheit-Zuhause"
"837","5dbae9a6000b20a92cfb684f","Gen","George Weasley, Harry Potter, Hermine Granger, OC (Own Character), Ronald ""Ron"" Weasley","5dbae9a6000b20a92cfb684f_das-zweite-Potter-Kind"
"838","5dbafe70000b5aba28d8b36b","MaleSlash","Ginevra Molly ""Ginny"" Weasley, Harry Potter, Hermine Granger, Luna Lovegood, Pansy Parkinson, Ronald ""Ron"" Weasley","5dbafe70000b5aba28d8b36b_The-missing-girls"
"839","5dbc2b680008e01316af758c","MaleSlash","Andromeda Tonks, Draco Malfoy, Harry Potter, Hermine Granger, OC (Own Character), Ronald ""Ron"" Weasley","5dbc2b680008e01316af758c_Feind-in-der-Fremde"
"840","5dbd7d740009d8a63145de02","Gen","Albus Dumbledore, Blaise Zabini, Draco Malfoy, Narzissa Malfoy, Pansy Parkinson","5dbd7d740009d8a63145de02_Der-wahren-Liebe-erster-Kuss"
"841","5dbd8ecb000a78421061da9e","Het","Albus Dumbledore, Hermine Granger, Severus Snape","5dbd8ecb000a78421061da9e_Erinnerungen"
"842","5dbeb32c0001d8d9c6b286d","Gen","Avery, Bellatrix Lestrange, Orion Black, Regulus Arcturus Black, Sirius ""Tatze"" Black, Walburga Black","5dbeb32c0001d8d9c6b286d_Der-gebuehrende-Stolz"
"843","5dc095f9000a69981cfa5830","Het","Fred Weasley, Hermine Granger","5dc095f9000a69981cfa5830_Loewenmaeulchen-Mohnblumen-und-Knallbonbons"
"844","5dc132b30004156222f0ce83","Gen","Draco Malfoy, Ginevra Molly ""Ginny"" Weasley, Harry Potter, Hermine Granger, Ronald ""Ron"" Weasley","5dc132b30004156222f0ce83_Pure-mudblood--Dramione"
"845","5dc1d064000b56a32ac1dde7","Gen","Draco Malfoy, Hermine Granger","5dc1d064000b56a32ac1dde7_Crazy-in-love"
"846","5dc1ed5600076327213d3a68","Gen","Draco Malfoy, Millicent Bulstrode","5dc1ed5600076327213d3a68_Aas"
"847","5dc2afee0001ae612a4c7745","MaleSlash","James ""Krone"" Potter, Remus ""Moony"" Lupin, Severus Snape, Sirius ""Tatze"" Black","5dc2afee0001ae612a4c7745_Bevor-es-zu-spaet-ist"
"848","5dc4535a000b5fa98af18f4","Gen","Blaise Zabini, Draco Malfoy, OC (Own Character), Pansy Parkinson","5dc4535a000b5fa98af18f4_Slytherins-Magie-Das-Vermaechtnis-der-Familie-Malfoy"
"849","5dc56011000366786f40fe0","Gen","OC (Own Character)","5dc56011000366786f40fe0_Der-Teufel-der-Luefte"
"850","5dc5b8940004eade2d6c7ba9","Het","Hermine Granger, Severus Snape","5dc5b8940004eade2d6c7ba9_Weiss"
"851","5dc755db000b2d631e8f3f18","Gen","Blaise Zabini, Draco Malfoy, Hermine Granger, Lord Voldemort / Tom Vorlost Riddle, OC (Own Character)","5dc755db000b2d631e8f3f18_Die-Eisprinzessin"
"852","5dc84d8e0001ae6128dbc3e8","Mix","Draco Malfoy, Ginevra Molly ""Ginny"" Weasley, Harry Potter, Hermine Granger, Lord Voldemort / Tom Vorlost Riddle, Severus Snape","5dc84d8e0001ae6128dbc3e8_23-Minuten2000"
"853","5dc8590a000b2ded2d52002d","Gen","Hermine Granger, Minerva McGonagall","5dc8590a000b2ded2d52002d_Erinnerung"
"854","5dc89a4c00023c85283a468b","Gen","Draco Malfoy, Harry Potter, James ""Krone"" Potter, Lucius Malfoy, OC (Own Character), Severus Snape","5dc89a4c00023c85283a468b_Youre-not-alone"
"855","5dc99819000b52ced3c3fb8","Gen","Draco Malfoy, Harry Potter, Hermine Granger, Ronald ""Ron"" Weasley","5dc99819000b52ced3c3fb8_With-Demon-Eyes-Drarry"
"856","5dc9d05a00045af9e7df7f5","Gen","Harry Potter, OC (Own Character), Ronald ""Ron"" Weasley","5dc9d05a00045af9e7df7f5_HPAtarashi-kikai"
"857","5dcb295a00082706e38395b","Gen","Blaise Zabini, Draco Malfoy, Harry Potter, Hermine Granger, Luna Lovegood, Ronald ""Ron"" Weasley","5dcb295a00082706e38395b_Malfoys-Geburtstagsgeschenk"
"858","5dcf03a50001f66a21d6fb49","MaleSlash","Draco Malfoy, Harry Potter, Hermine Granger, Lavender Brown, Ronald ""Ron"" Weasley","5dcf03a50001f66a21d6fb49_Herzprobleme"
"859","5dcf1576000b44553508a4da","Gen","Lord Voldemort / Tom Vorlost Riddle, Lucius Malfoy, OC (Own Character), Severus Snape","5dcf1576000b44553508a4da_Muggel-x-Harry-Potter-Charaktere"
"860","5dcffcfa0003a43516619d98","Het","Ginevra Molly ""Ginny"" Weasley, Harry Potter, Hermine Granger, Kingsley Shacklebolt, OC (Own Character), Ronald ""Ron"" Weasley","5dcffcfa0003a43516619d98_Das-Licht-der-Zukunft"
"861","5dd0598500044a9714ade6d4","MaleSlash","Draco Malfoy, Harry Potter","5dd0598500044a9714ade6d4_Weisser-Drache"
"862","5dd068510000c781a1ba2d2","Het","Draco Malfoy, Hermine Granger","5dd068510000c781a1ba2d2_Wenn-die-Magie-dich-verraet"
"863","5dd0693f000b668b30ae733c","MaleSlash","Albus Dumbledore, Draco Malfoy, Harry Potter, Lord Voldemort / Tom Vorlost Riddle, Severus Snape","5dd0693f000b668b30ae733c_Dark-Harry--Seelen-Schmerz"
"864","5dd18b820009ea2e26783296","Gen","Ginevra Molly ""Ginny"" Weasley, Harry Potter, Luna Lovegood, Neville Longbottom, OC (Own Character)","5dd18b820009ea2e26783296_Tagebuch-eines-Gefangenen"
"865","5dd18f0f000b67842dcdedae","Mix","Ginevra Molly ""Ginny"" Weasley, Harry Potter, Hermine Granger, Lavender Brown, Parvati Patil, Ronald ""Ron"" Weasley","5dd18f0f000b67842dcdedae_Chronicles-of-sin"
"866","5dd1a3950000ac631875017f","Het","Hermine Granger, Lord Voldemort / Tom Vorlost Riddle, Ronald ""Ron"" Weasley","5dd1a3950000ac631875017f_Der-Gefangene"
"867","5dd468ee0005ed6038355de2","Gen","Arthur Weasley, Harry Potter, Hermine Granger, Luna Lovegood, Ronald ""Ron"" Weasley","5dd468ee0005ed6038355de2_Ein-Weihnachtswunder"
"868","5dd48e0b0009b5031cc726dd","Gen","James ""Krone"" Potter, Lily Potter, Peter ""Wurmschwanz"" Pettigrew, Remus ""Moony"" Lupin, Sirius ""Tatze"" Black","5dd48e0b0009b5031cc726dd_Hunde-die-bellen-beissen-nicht"
"869","5dd5466c00011f9c804c670","Het","Harry Potter, OC (Own Character)","5dd5466c00011f9c804c670_Der-SommerJunge"
