"louvain";"two mode";"id";"text"
"2";"column";"1646";"5e77be2a000832abcf8459f_Harry-Potter-and-the-Breeding-Darkness"
"0";"column";"1648";"5e77cbb7000ae287dedf9fe_Luciana-Malfoy"
"0";"column";"1649";"5e77cd8500091e7f2028f773_Wie-es-mir-wirklich-ging-Draco-Malfoy"
"1";"row";"165";"Alastor ""Mad Eye"" Moody"
"1";"column";"1650";"5e77dfef000a60121e44480a_Tatzen-im-Schnee"
"6";"column";"1651";"5e77ec3e0001fa39188b03fe_Blue-Moon"
"0";"column";"1652";"5e7848ad000b84d32f93826d_Der-Erbe-der-Gruender-Versteinerungen"
"8";"column";"1653";"5e788d12000bb3d230a53971_Die-Wohngemeinschaft"
"0";"column";"1655";"5e793179000bc81e673be86_Das-Zeitspiel"
"6";"column";"1656";"5e7952d00001fa39e0a62b2_A-familys-love"
"4";"column";"1657";"5e79e2370000fe721a00c173_Surrender-Uebersetzung"
"7";"column";"1658";"5e7a048400061d44186cefb3_Schmetterlinge"
"7";"row";"1659";"Victoire Weasley"
"1";"column";"166";"54f23a2700041cce1074701b_Der-Wiederstand-formiert-sich"
"2";"column";"1660";"5e7a4f4f00097e5b1a1947ab_Krieg-der-Gefuehle"
"0";"column";"1661";"5e7a51b2000bc8f61f2418ef_Liebes-Tagebuch"
"5";"column";"1662";"5e7a94a80008f0b110608dbf_Ein-Urlaub-bringt-neues-Glueck"
"3";"column";"1663";"5e7b4325000a387912a86409_Von-Spiessern-und-traeumenden-Maedchen"
"0";"column";"1664";"5e7b6360000b96af1fbcb613_Rueckkehr-nach-Hogwarts-mit-Ueberraschungen"
"1";"column";"1665";"5e7b6415000bb75c33bcfd79_Hinter-dem-Schleier"
"0";"column";"1666";"5e7b9cc0000bc9e38c47995_Return-to-Innocence"
"0";"column";"1667";"5e7bd0de0008603c20a44104_Memories"
"2";"column";"1668";"5e7cd6a300061f4832566b5e_Nur-im-Tod-vereint"
"4";"column";"1669";"5e7cf5e800001bee6221017_Von-Verfuehrern-und-Verfuehrten"
"5";"column";"167";"5502de2f000334b637a0ac56_Longbottom-oder-Lestrange"
"1";"column";"1670";"5e7cfcfd000bcb03a37e70c_Boeses-Blut-heisst-nicht-nicht-gut"
"1";"column";"1671";"5e7d0e54000bcae8a7a542d_Wolfstar-Remus-Lupin-und-Sirius-Black-"
"0";"column";"1672";"5e7d16d5000bc776393dfaf8_Der-Test"
"0";"column";"1673";"5e7d1e69000ad6873b1088b1_Leben-am-Limit"
"0";"column";"1674";"5e7d313b0004b2d6c324d3f_Fight-Song"
"1";"column";"1675";"5e7d33d5000bcb3c2e42ec21_Only-the-young-can-run"
"2";"column";"1676";"5e7d3845000a360f1bdd9ad5_Das-Haus-der-SchlangenSlytherin"
"3";"column";"1677";"5e7dd03f000adff08609950_Zurueck"
"4";"column";"1678";"5e7de28800023c851d7be8ae_Ill-Be-There-For-You"
"0";"column";"1679";"5e7de723000bcb7b2a799c48_Neue-Liebe-Neues-Glueck"
"4";"column";"1680";"5e7debeb000bc7e2164452a6_Die-Natur-und-ihre-Elemente"
"3";"column";"1681";"5e7e01150009e716cd171b4_Percy-Weasly--Unser-Bruder"
"7";"column";"1682";"5e7e0ead000ad92d11227a42_Chaos-im-Winter"
"4";"column";"1683";"5e7e5db0000b47f413072742-Maerz-Die-ueblichen-Verdaechtigen-Ersatzbeitrag-by"
"2";"column";"1684";"5e7e64f3000bc3292a3056bc_Annabelles-Journey"
"2";"column";"1685";"5e7e913b0008b1753496d4b2_Reinkarnation"
"1";"column";"1686";"5e7ec2c800011a2711cf3112_Rollentausch"
"7";"column";"1687";"5e7f60b00008af6eb9eaadb_-Beitrag-Nr-42-zur-Challenge-quot"
"1";"column";"1688";"5e7f7d830003a6e1175e2418_Sonne-Mond-und-Sterne"
"8";"column";"1689";"5e7f95ab0005b02f25f271ba_Sakura-und-der-sprechende-Hut"
"1";"row";"169";"Frank Longbottom"
"4";"column";"1690";"5e7f9d920002c86f395b28a9_All-or-nothing"
"3";"column";"1691";"5e7fbfb90003919f31fd4260_Von-Freiheiten"
"2";"column";"1692";"5e802ad500039dd139b1d18c_Second-Chance"
"9";"column";"1693";"5e8041ab0005625f22150968_Ich-werde-niemals-tun-was-schlechte-Menschen"
"5";"column";"1694";"5e80a5a2000614fe33c87ae2_Wastelands"
"7";"column";"1695";"5e80b83f0003b9a821df4aae_Die-magische-Universitaet--Die-naechste-Generation"
"0";"column";"1696";"5e80bb1f00025c032eedd44c_Sirius-Black--Nachgelassene-Schriften"
"0";"column";"1697";"5e80c6ad0002092b22ab7d8c_Schatten-der-Vergangenheit"
"5";"column";"1698";"5e80d5ac000b770b318b3c85_Der-Schutzbann-von-Hogwarts"
"4";"column";"1699";"5e80e69100082c3c2d2c72e1_Wie-man-einen-Helden-rettet--Eine"
"0";"column";"17";"46cf0057000027aa067007d0_Nur-eine-Handvoll-Worte"
"1";"column";"170";"5528287300048bac1e3ecf49_In-Liebe-dein-Vollidiot"
"0";"column";"1700";"5e80ed17000bcab228439146_Winterzauber-ein-Weihnachtsmaerchen-in-Hogwarts"
"0";"column";"1701";"5e80ed55000b6d96353ad105_Drachenzaehmen-leicht-gemacht"
"2";"column";"1702";"5e80f7710004ed9bb25ddc7_Unknown-Potter-I--Secrets-of-the"
"1";"column";"1703";"5e810840000b1e3322057a23_JilyAm-Ufer-des-schwarzen-Sees"
"2";"column";"1704";"5e8112d7000ad4141e2fc288_Ohne-Liebe-sind-wir-nichts"
"1";"column";"1705";"5e81557300054bd12ae9b9a7_Rise-like-a-Phoenix-from-Ashes"
"3";"column";"1706";"5e81f6b90005aac51863d86a_Phobia"
"0";"column";"1707";"5e81f8430009293b391f3df0_Leiser-seit-ich-bei-dir-bin"
"0";"column";"1708";"5e8207ac0005acc11b92c041_Maennergrippe"
"0";"column";"1709";"5e824b600008f0b1a79388c_Klassentreffen-in-Hogwarts"
"2";"column";"171";"554651ad000322433b701ab6_Nur-eine-Erinnerung"
"5";"column";"1710";"5e8315060009971518ef5d92_live-a-lie"
"6";"column";"1711";"5e8321d9000bcf8feca4292_Was-waere-wenn-Eine-Snamione-Fanfiction"
"3";"column";"1712";"5e8350400007756c161724aa_Let-it-go"
"1";"column";"1713";"5e8373e1000848f571bcdfe_Krummbeins-Geschichte"
"5";"column";"1714";"5e8375030002e78a2db6bdc9_Moral-und-Wahnsinn--In-der-Gegenwart"
"1";"column";"1715";"5e837e8c00076d95380ccd40_Die-Gabe-der-zweiten-Generation"
"0";"column";"1716";"5e83c7b80001fa391905af7b_Time-of-my-life"
"1";"column";"1717";"5e84780d000573a2271481da_Make-Witchcraft-Great-Again"
"1";"column";"1718";"5e8485dd0000fc452e038768_My-Ordinary-Madness"
"2";"column";"1719";"5e8492a5000b083d2651cc30_Zur-Naschkatze"
"1";"column";"172";"5554bc4f000048752930c993_Crossroads"
"2";"column";"1720";"5e849f720006318c117f4771_Richtig-oder-falsch-und-wer-luegt-und"
"1";"column";"1721";"5e84ac63000bd0a624ed1f36_Zigarettensommer"
"4";"column";"1722";"5e84c52a0001ae6131b26d76_und-traeum-was-Suesses"
"1";"column";"1723";"5e84cd52000a17853aa3e533_Die-letzte-erste-Woche"
"3";"column";"1724";"5e84dc020003906a2edb669b_Viele-Morgende-Wettbewerb"
"3";"column";"1725";"5e84e421000bc776260ba191_Aprilscherze"
"3";"column";"1727";"5e85d72b000b7d80222db9ac_Ein-verstecktes-Leben"
"8";"column";"1728";"5e85e071000bd1d51e12e7c4_War-in-Hogwarts"
"0";"column";"1729";"5e85e4f500014b25f226fd0_Sei-Mein"
"4";"column";"173";"5559f52c0004d54732d39126_Liebe-alles-andere-als-einfach-und-doch"
"7";"column";"1730";"5e8622de000bd21417cd706f_Wer-bist-du-eigentlich"
"0";"column";"1731";"5e86234f0005acf9d364b68_Unter-anderen-Umstaenden"
"0";"column";"1732";"5e864d6f000797e61579cb0e_Agenten-des-Krieges---der-Anfang"
"1";"column";"1733";"5e86546e00054de8394dfebd_Heisse-Schokolade"
"3";"column";"1734";"5e8687b20007d6e98e200d8_Nach-dem-Todesser"
"4";"column";"1735";"5e86dd57000bb5828791cf9_Snape-hat-Geburtstag"
"4";"column";"1736";"5e86fdd7000bd2a734f2ec1a_Wieso-ich"
"2";"column";"1737";"5e8726e400089fe41d308452_SERENDIPIA--die-Geschichte-von-June-Moreno"
"7";"column";"1738";"5e8735ef000bd2f52e261e21_Dramione--Auf-einmal-war-es-Liebe"
"0";"column";"1739";"5e8738880005acf9605646f_Ein-Grund-weshalb-Draco-und-Harry-nicht"
"9";"row";"174";"Dudley Dursley"
"1";"column";"1740";"5e874a6700018ae7236119b0_Moony-Nights"
"0";"column";"1741";"5e8773e80008f0b1316d8bcc_Harry-Potter---Sohn-von-Dracula"
"0";"column";"1742";"5e87aafc0005acf93b55dd18_Halloween-und-beruechtigte-Partys"
"4";"column";"1743";"5e87b36800014a2ae002640_Nicht-so-leicht"
"0";"column";"1744";"5e87baa300072cd7a61a823_Nachtgefluester"
"0";"column";"1745";"5e87ccb7000bd38814351220_Die-neue"
"1";"column";"1746";"5e887c14000bcae81a8d343e_Wolfstar-Oneshots-Tag-und-Nacht"
"0";"column";"1747";"5e887ebc000b6d9613ee0a51_Riskante-Euphorie"
"0";"column";"1748";"5e88996c000a573f39bc0ff9_Eine-Unerwartete-Liebe"
"0";"column";"1749";"5e889fc8000bd30727213296_Aufmerksamkeit"
"7";"column";"175";"555e3502000408b12ff83115_So-well-known-and-yet-so-unknown"
"0";"column";"1750";"5e88a9ac000b56a3619fa5e_Mottoparty"
"3";"column";"1751";"5e88a9d300044a9731ebcb2b_A-nice-place-to-visit"
"2";"column";"1752";"5e88ac19000bd400154b4bc0_Ploetzlich-Erbe"
"7";"column";"1753";"5e88b5ba0000872f1ae4a7cf_Das-boese-Wort-mit-T"
"2";"column";"1754";"5e89039f000489bf371ebd16_Walpurgisnacht"
"1";"column";"1755";"5e89c31f000062bd21e6eb6e_Geschichten-aus-dem-Blumenbeet"
"4";"column";"1756";"5e89e53f0008bb3b1de65269_Auf-den-2-Blick"
"9";"column";"1757";"5e8a0781000573a211c71fde_Love-is-a-devil"
"7";"column";"1758";"5e8a08cb000bcebd239e3c17_Hochzeitstrubel"
"4";"column";"1759";"5e8a0b26000bd17ef33eee8_Kleine-OneShots"
"7";"row";"176";"Lucy Weasley"
"4";"row";"1760";"Rolanda Hooch"
"3";"column";"1761";"5e8a13bb0008d7252bf4d1dc_Orientierung"
"1";"column";"1762";"5e8a179e0001e98e1b7b8cdd_Der-Hund-und-die-Woelfin"
"4";"column";"1763";"5e8a24cf000a784230089990_Der-Duft-der-Frau"
"0";"column";"1764";"5e8a2882000bcab22b40db6c_Winterzauber-ein-Weihnachtsmaerchen-in-Hogwarts-Fortsetzung"
"0";"column";"1765";"5e8a3917000b222335779516_never-too-late"
"2";"column";"1766";"5e8af85e00057576edcff12_Bereute-Ikarus-seinen-Flug-zur-Sonne"
"0";"column";"1767";"5e8b209500042786b663744_Coeur-Capture"
"0";"column";"1768";"5e8b4a83000ac1e1db7bdca_We-stay-until-the-clouds-turn-purple"
"4";"column";"1769";"5e8b61ba00023c85284ae6e9_Make-You-Feel-My-Love"
"1";"column";"177";"555e562300028f611ca46942_Schicksalswende"
"4";"column";"1770";"5e8b645a0001aced1e2cc2b4_Alles-aendert-sich-Teil-2"
"2";"column";"1771";"5e8b66ce0001fedc1070faa8_Die-Liebe-der-Schlange"
"2";"column";"1772";"5e8b8c0c0008cf7539bbf29e_Zeiten-aendern-ihn-und-mich"
"0";"column";"1773";"5e8b8cfb000bd64334f50b1a_Schwarze-Glut"
"0";"column";"1774";"5e8c8d66000454ac3ac6f9bd_Harry-Potter-und-der-unsichtbare-Feind"
"4";"column";"1775";"5e8ca9780000e29f3a9a392d_15-Die-Freuden-eines-Vaters"
"3";"column";"1777";"5e8cae9b0001629923ef995f_MS-Ting-Geistersex-und-Dinge-ueber-die"
"2";"column";"1778";"5e8cdac600039dd125b00dd8_A-Better-Life"
"0";"column";"1779";"5e8ce224000b83562563ab4d_Das-Synonym-fuer-Liebe-Dramione-FF"
"4";"column";"178";"55610c610004dede273a3811_Harry-Potter-und-die-Methoden-der-Rationalitaet"
"2";"column";"1780";"5e8d0b92000323cc35c3d34a_Gedankenspiele"
"3";"column";"1781";"5e8d95e5000b443131f7e1f4_You-Complete-Me-nbsp-nbsp-An-Easter"
"0";"column";"1783";"5e8dcb5500014b2526c3a117_Ich-gehoere-zu-Dir"
"3";"column";"1784";"5e8df4de00099cdf3965a005_Thirty-Things-I-Have-To-Do"
"0";"column";"1786";"5e8e2d120001d3542518ca7b_Can-I-call-you-tonight"
"6";"column";"1787";"5e8e36900009f15d127a78cf_-WDUR-Tag-134-oder-was-die"
"1";"column";"1788";"5e8e394f000bd0912fdaa0a1_Severus-und-Lily--I-will-ALWAYS"
"2";"column";"1789";"5e8e58830000b5d5383f28a6_Hero-Worship"
"4";"row";"179";"Quirinus Quirrell"
"2";"row";"1790";"Newt Scamander"
"5";"column";"1791";"5e8e5e0d000602161a1aab74_Dear-beloved-sister"
"4";"column";"1792";"5e8f1cc00009f15d26f23e89_Snape-beim-Speeddating"
"5";"column";"1793";"5e8f2e3e000bd91c1f75de1b_Keine-Wahl"
"9";"column";"1794";"5e8f6d53000ade641a9c5985_Denk-nicht-zu-schlecht-von-mir"
"0";"column";"1795";"5e8fa2120008bb3b36040ba7_am-See"
"0";"column";"1796";"5e9032c400017a8c3637c90e_72-Stunden-bis-zur-Liebe"
"3";"column";"1797";"5e904b9b0001ae611a9a027b_Liebestoeter"
"8";"column";"1798";"5e905cab000bd9fa102fcdae_Kuenstlerpech"
"4";"column";"1799";"5e909195000b64892143d2b5_Unholy-fing-Eastern"
"0";"row";"18";"Theodore Nott"
"1";"column";"180";"5579dac7000406cf1a2d22e4_You-Are-Worth-A-Second-Look"
"0";"column";"1800";"5e909ddb000bb36010da687e_Zauberstabkunde-zu-spaeter-Stunde"
"4";"column";"1801";"5e90bb300008bb3b299a97b5_Mrs-Hermine-Malfoy"
"4";"column";"1803";"5e90d4060008afd715c0592d_Hoffnungslos-in-der-Dunkelheit"
"1";"column";"1805";"5e91cd6f000b4f9516605297_Freaking-out"
"3";"column";"1807";"5e920c8000091fa53451fe83_-quot-Du-gehoerst-mir-wie-der"
"5";"column";"1808";"5e9210a400078a2da650b8b_Alles-was-zaehlt-ist-Freundschaft-und-Familie"
"6";"column";"1809";"5e92245000089fe435c8874d_SERENDIPIA-Die-Finsternis-beginnt"
"1";"row";"181";"Marlene McKinnon"
"0";"column";"1810";"5e922e9200081aeb36289cfc_Ein-Ende-ist-auch-ein-Anfang"
"8";"column";"1811";"5e9233ea0004e22323ad3095_Die-Bahn-des-Mondes"
"0";"column";"1813";"5e9258b6000b028e34d6df2e_Harry-Potter-und-die-Legenden-von-Hogwarts"
"0";"column";"1814";"5e92ce4b00054d312b7caa83_Dont-Let-Me-Go"
"7";"column";"1816";"5e92e4420001b0f61302452a_alte-Gefuehle"
"4";"column";"1818";"5e932a450008d72533864168_Ein-besonderes-Osterei"
"0";"column";"1819";"5e934760000bc81e2083eabd_Mission-Vergangenheit"
"0";"row";"182";"Ernie Macmillan"
"1";"column";"1821";"5e935ecb000bd784171b1e2b_Im-Verbotenen-Wald"
"1";"column";"1822";"5e9361ce0008c43bf7b7e77_Harry-Potter-und-seine-Freunde"
"5";"column";"1823";"5e9372ee000997151bb97416_Why-are-our-paths-crossing"
"5";"column";"1824";"5e9375ba00028ab22bac6ad3_Einsiedler-des-Dreckslochs"
"0";"column";"1825";"5e93805c000620b22b4c7db3_Tanzen-im-Regen-Drarry"
"1";"column";"1826";"5e938f3400046fef119655b6_Osterueberraschung"
"0";"column";"1827";"5e938f8a0005688c32341845_Rosemary-Potter"
"3";"column";"1828";"5e93ae42000808d08f89ad3_Flutwelle--Oneshot"
"4";"column";"1829";"5e942e5e00030752eb26676_Unter-dem-Deckmantel-des-Friedens"
"3";"column";"183";"558ed6fd0004baa52d17ea4d_Cantate-bello-milites-quod-morte-tacebitis"
"0";"column";"1830";"5e943a58000bd78412457766_Die-Peitschende-Weide"
"8";"column";"1831";"5e94492d000614fe3146dbd6_Castles"
"4";"column";"1832";"5e94695f0001fbeb16d4a60e_Hornissen-oder-wie-Hermine-zu-ihrem-Meisterstueck"
"4";"column";"1833";"5e94703f000bdd7522fce807_Die-Katze-mit-den-Bernsteinaugen"
"3";"column";"1834";"5e947dbc000bdd9911a26c43_Die-letzten-Worte-an-Severus-Tochter"
"1";"column";"1835";"5e94921c000098a062e368c_Ostern-im-Hause-Potter"
"0";"column";"1836";"5e94951a000a75a8190c44cf_Dramione--Das-Osterfest"
"3";"column";"1837";"5e95800f000613d61e12c37a_After-you-left"
"0";"column";"1838";"5e95a468000bcab2332de456_Und-wieder-war-alles-dmeine-Schuld"
"3";"column";"1839";"5e95b535000613d638a7609e_When-you-came-back"
"3";"row";"184";"Justin Finch-Fletchey"
"1";"column";"1840";"5e95b6b80008cb4032f2762a_Slytherin-Princess--The-Black-Brothers-Marauders"
"1";"column";"1843";"5e95d4830007a4ee33ee65a1_Mischief-Managed--A-Marauders-Story"
"0";"column";"1844";"5e95e46a00020f2d37e3824c_Das-Hochzeitsdate"
"0";"column";"1845";"5e960b9b000bcfe015c952b8_Die-Sterne-um-Mitternacht"
"0";"column";"1846";"5e96283500095623245ee391_Chaotische-Ostern"
"4";"column";"1847";"5e9654ba0000209896d1bc1_Schulleiterbuero"
"5";"column";"1848";"5e972781000be08436e9c05c_The-Heiress-of-Slytherin--Slytherins-Erbin"
"3";"column";"1849";"5e972e27000be069a660316_Magie-Seit-wann-gibt-es-so-etwas"
"3";"column";"185";"559a63730001b19ada2833e_Oneshots-zu-unserer-Welt"
"0";"column";"1850";"5e9731210003e2c82d6d45a8_I-wish"
"6";"row";"1852";"Augustus Pye"
"6";"column";"1853";"5e9768d0000a2f1933961a20_Pestilentia"
"3";"column";"1854";"5e976bf8000a68001da0f66b_Verwirrtes-Glueck"
"5";"column";"1855";"5e97893d00002098336455d2_Halle-des-Todes"
"3";"column";"1856";"5e978b5b000be0ae181c07f5_After-All-This-Time"
"4";"column";"1857";"5e97b4040008dd252e5a9df7_Once-Upon-A-Time--Es-war"
"0";"column";"1858";"5e9808ca0001629918894f32_Kill-Mary"
"2";"column";"1859";"5e9816850007e65812bc84c9_Circe--Haus-der-Vielfalt"
"0";"column";"186";"55a4e9ca0000b378315be3ac_The-Wayward-Familiar"
"1";"column";"1860";"5e985bc000099d2429604d41_Turn-back-the-Time"
"4";"column";"1861";"5e9863fb000bdd751b8f6291_Sevmine-2-Marriage-Law"
"8";"column";"1862";"5e988c1a000be1c52fbabc78_Ein-Thestral-erblickt-die-Welt"
"1";"column";"1863";"5e9891c0000bcae837894137_Harry-Potter-Fanfiktion--Was-waere-wenn"
"3";"column";"1864";"5e98d77900077fd7281322c9_A-Hogwarts-Love-Story"
"1";"column";"1865";"5e98db9800022e0a13121577_Zeitschleife"
"3";"column";"1867";"5e996be4000bb3a8215d925a_Der-Harry-PotterShippingKalender--jeden-Tag-ein"
"0";"column";"1868";"5e999dee0005a725351a9853_Harry-Potter-und-der-Schmetterling"
"2";"column";"1869";"5e99ac1e0009ffb23357cf5b_Die-Legende-der-weissen-Jaegerin"
"5";"column";"187";"55ab5e6d000330a314ef9e57_Des-Sehers-Bestimmung"
"1";"column";"1870";"5e99b624000be2dc190dbdc9_Mein-Leben-mit-den-Rumtreibern"
"1";"column";"1871";"5e99baf50007c4e02a37414c_Ein-unkorrigiertes-Missverstaendnis"
"9";"column";"1872";"5e99e9450000ac762e9abd89_Topsys-Tag--Wichteln-Liebes-Tagebuch-"
"9";"row";"1873";"Alecto Carrow"
"8";"column";"1874";"5e99f400000489bf104a83eb_Fortsetzung-zu-Walpurgisnacht--Wie-geht-es"
"1";"column";"1875";"5e9a0fce000bda511d00be87_Sirius-Black-letzte-Tage-in-askaban"
"0";"column";"1876";"5e9a362e000792251efa452c_Pizzatag"
"1";"column";"1877";"5e9aec58000bd3d020b6ada0_Like-Lovers-or-Partners-in-Crime"
"4";"column";"1878";"5e9af112000bb5821018f852_Das-Leben-der-Minerva-McGonagall"
"0";"column";"188";"55ba5b420002a218190eac28_White-silk-and-red-roses"
"2";"column";"1880";"5e9b33fd000be3d5e476d7f_Drarry--Traeum-weiter"
"0";"column";"1881";"5e9b4b1e000b89fb3af6acb5_Das-gemeinsame-Leben-des-Loewen-und-der"
"4";"column";"1882";"5e9b550c000a8f833ad0de26_Blaugruenes-Schimmern"
"4";"column";"1883";"5e9b8d000000cd64889b502_Auch-Lehrer-haben-Traeume"
"5";"column";"1884";"5e9c1a7200023c8538289d8a_Stand-By-You"
"8";"column";"1885";"5e9c86b9000676f3363cfad3_Unter-der-Oberflaeche"
"1";"column";"1886";"5e9ca45f000b8f95313ca580_Phoenixkriegerin"
"2";"column";"1887";"5e9cb33400093ed43aab242e_Unheilige-Magie--Die-Nacht-des-Todes"
"8";"column";"1888";"5e9d56f80009ea2e2e3174af_Tagebuch-eines-Gefangenen--Der-Druck-der"
"0";"column";"1889";"5e9d93430008ecac26e78eac_Geniess-den-Moment"
"0";"row";"189";"Mary Riddle"
"7";"column";"1890";"5e9dcb8c0003c842208c954d_Up-to-no-good"
"3";"column";"1891";"5e9ddc2700054d7a19a6c438_At-least-he-has-great-abs"
"0";"column";"1892";"5e9df3e50004abea36fded92_Changing-the-Story"
"7";"column";"1893";"5e9e07ac000a573f1b048573_Ungewoehnlich-aber-doch-real"
"0";"column";"1894";"5e9e0a900009f7e12c374a6f_Being-Draco-Malfoy"
"2";"column";"1895";"5e9e4f0e000aedc7d2cbbd8_Was-soll-ich-tun"
"0";"column";"1896";"5e9ea707000bc7e2fe1919c_Who-I-am"
"0";"column";"1897";"5e9eb8fc000a755a26add745_Verbotene-Gefuehle"
"0";"column";"1898";"5e9ee22a000bbaf2380c3c31_Not-now"
"4";"column";"1899";"5e9ef8e4000bdde7160f45ff_Who-wants-to-live-forever"
"4";"column";"19";"471ce34700005391067007d0_Ende-und-Anfang--ueberarbeitet"
"3";"column";"190";"55d6b97500051bbb2bd7c1d6_Zwangsheirat--Irgendwann-sind-wir-vereint"
"1";"column";"1900";"5e9f4d300005c7f31feb6b31_Bad-Dreaming"
"2";"column";"1901";"5e9f4d990002464a39b5f7b5_Du-und-Voldemort-und-Tom--Sprich"
"0";"column";"1902";"5e9f7df40000282d37946e62_Wehr-dich"
"4";"column";"1903";"5ea01352000be50d1dc8418c_Der-erste-Tag"
"8";"column";"1905";"5ea06ac80000c78123da1741_Wenn-die-Magie-dich-mitreisst"
"5";"column";"1906";"5ea06e4d0001b99d2d3ca137_Was-nun-Harry"
"0";"column";"1907";"5ea0a47100056926f5f2ad1-Worte-mit-denen-es-begann-ueberarbeitet"
"5";"column";"1908";"5ea0b2d70005515021a7518d_Harry-Potter-Oneshots"
"0";"column";"1909";"5ea0d097000be94b2ecba15e_Das-Leben-haelt-viele-Geheimnisse-breit"
"3";"column";"191";"55d9e85d0003685fea20785_Zwangsheirat"
"2";"column";"1910";"5ea0e33d000ab80f14dd2ab7_Ein-neues-Leben-fuer-Harry"
"4";"column";"1911";"5ea0e8d80005be7513af1af8_Hermines-Irrwicht"
"1";"column";"1912";"5ea1372a0005f3952b2106fb_Silberherz"
"3";"column";"1913";"5ea1b798000b50733a6a68fe_Hufflepuffs-Quidditch-Talente"
"6";"column";"1914";"5ea1c5470001ae6127f1045c_Bulgarische-Braeuche"
"4";"column";"1915";"5ea1c8de000be5a676ec82e_Harry-Potter-1"
"0";"column";"1917";"5ea20b1f000bb3d22d96bf51_Nocturnally"
"8";"column";"1918";"5ea217b9000b50732be08b2f_Ginny-und-Quidditch"
"0";"column";"1919";"5ea2b3960005f7e430e34423_Vergissmeinnicht"
"3";"column";"192";"55da1c910003f5e486e146f_Quotes"
"0";"column";"1920";"5ea2cf31000bea8c20bd38fb_Animagus"
"5";"column";"1921";"5ea2f28900030dd622fb5903_Zwillingsschlangen"
"0";"column";"1922";"5ea2f6e3000bea9ecd4cc66_Ein-Neuanfang"
"6";"column";"1923";"5ea30c42000a21ae362516d9_Eine-rosa-Badewanne-und-ein-Regenschirm"
"0";"column";"1924";"5ea30cd0000bea11133b6819_Darry--Eine-verbotene-Liebe"
"0";"column";"1925";"5ea31df700017a8c27e8d46a_Mirror-of-Erised-OneshotSammlung"
"5";"column";"1926";"5ea322d6000107d230942d28_REQUIEM--6-Akt-Am-Scheideweg"
"0";"column";"1928";"5ea36891000be9e7385be846_Wieso--Dramione-Fanfiktion"
"4";"column";"1929";"5ea36e21000be62718e7a8a5_Was-waere-wenn"
"5";"column";"193";"55dcde4f0001af942bb0354e_Kindergarten-in-Hogwarts--Abenteuer-von-Harry"
"0";"column";"1930";"5ea3ef5c000bea9e1aa6d2e2_Geheimnisse"
"8";"column";"1931";"5ea3efc1000b47f434000c07-April-Geheime-Herzenssache-by-Mufterling"
"2";"column";"1932";"5ea3f0f1000be0841d4122c7_Schwesternliebe"
"0";"column";"1933";"5ea40aad000a2c402644a08a_Solange-dein-Herz-schlaegt"
"3";"column";"1934";"5ea4120c000beaec235723b0_Severus-Snape-und-eine-nicht-ganz-gezwungene"
"0";"column";"1935";"5ea41c56000be76527831b61_Dramione--Liebe-gegen-alle-Hindernisse"
"5";"column";"1936";"5ea45af8000beb942e9c122c_The-wrong-side-of-heaven"
"1";"column";"1937";"5ea49c0c000bcce631047dc2_James-und-das-Surfergirl"
"1";"column";"1938";"5ea4c2770003323837faebdf_The-Devils-Right-There-In-The-Details"
"0";"column";"1939";"5ea534970001f25620b94dae_Harry-Potter-und-das-Geheimnis-der-Peverells"
"3";"column";"194";"55dda0c100036eb42c84e093_Marilyn-Malfoy"
"4";"column";"1940";"5ea541d300040ca825164a14_Mitleidslos"
"9";"column";"1941";"5ea55d95000bec6c2b2fb420_Die-Verlorene-Zwillings-Schwester"
"3";"column";"1942";"5ea5a9a00005b02fe0f493b_Eine-Geschichte-aus-Duesseldorf"
"0";"column";"1944";"5ea5e82f000bed0b1f30a5c7_Harrys-traumatischstes-Erlebnis"
"8";"column";"1945";"5ea5eab6000859d62bf52bad_Ginny-Weasley-und-das-letzte-Jahr-vor"
"4";"column";"1946";"5ea5eeb3000bed0515b0d725_Der-Hass-der-Liebe"
"0";"column";"1947";"5ea5fbd000037024154d32d2_Das-Versprechen"
"0";"column";"1948";"5ea6342c0000773e1c35fb6f_Forbidden-Love"
"1";"column";"1949";"5ea6a365000b7f1572192b6_Black-brothers"
"7";"column";"195";"55df4f9f0004e0dd22883c2e_Blue-and-Green"
"0";"column";"1950";"5ea6b2c40004bb031026fae2_Die-neue-Generation-im-Haus-der-Schlangen"
"4";"column";"1951";"5ea6b592000bed051340dcbc_Traenen-der-Wahrheit"
"3";"column";"1952";"5ea6c94600076ffc3475fd88_Wie-das-Leben-so-spielt"
"3";"column";"1953";"5ea6ce4d000beda1134918dc_U2606Schwarze-Nacht-und-dunkelblauer-SternenhimmelU2606"
"5";"column";"1954";"5ea6dabb000b7edf2324babc_Eine-Frage-der-Definition"
"0";"column";"1955";"5ea6f91d000becf016abd58a_Basilisk-und-Phoenix"
"1";"column";"1957";"5ea761000009dc692d69e6ea_Von-der-Zeit-die-mit-Vergnuegen-Verwirrung"
"3";"column";"1958";"5ea7696b0009f15d21b7d004_Love-me-like-you-hate-me"
"5";"column";"1959";"5ea7ec4a000b569d16bb7cd3_Unsterbliche-Liebe"
"8";"column";"196";"55e0c2f100020f0127f92a68_Unsichtbar"
"0";"column";"1960";"5ea7f499000bdebc38f5791b_Dramoine-Oneshots"
